"","Id","LotArea","Street","OverallQual","RoofStyle","Foundation","Heating","CentralAir","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","PoolArea","SalePrice","SqFootage"
"567",567,11198,"Pave",9,"Hip","PConc","GasA","Y",2504,2,1,4,1,"Ex",11,1,3,656,0,325000,1134
"568",568,10171,"Pave",7,"Gable","PConc","GasA","Y",1535,2,0,3,1,"Gd",7,0,2,532,0,214000,1535
"569",569,12327,"Pave",8,"Gable","CBlock","GasA","Y",2132,1,1,1,1,"Gd",5,1,2,612,0,316600,1496
"571",571,13101,"Pave",5,"Gable","CBlock","GasA","Y",1728,2,0,6,2,"TA",10,0,2,576,0,142600,1728
"572",572,7332,"Pave",6,"Gable","CBlock","GasA","Y",864,1,0,2,1,"Gd",4,0,1,288,0,120000,864
"573",573,13159,"Pave",7,"Gable","PConc","GasA","Y",1692,2,1,3,1,"Gd",6,0,2,650,0,224500,846
"574",574,9967,"Pave",7,"Gable","PConc","GasA","Y",1430,2,1,3,1,"TA",8,1,2,400,0,170000,774
"575",575,10500,"Pave",5,"Gambrel","CBlock","GasA","Y",1109,1,0,3,1,"TA",5,0,1,288,0,139000,576
"576",576,8480,"Pave",5,"Gable","CBlock","GasA","Y",1216,1,0,2,1,"TA",6,0,1,336,0,118500,832
"578",578,11777,"Pave",5,"Gable","CBlock","GasA","Y",1320,1,0,3,1,"TA",6,2,2,564,0,164500,1320
"580",580,12150,"Pave",5,"Gable","BrkTil","GasA","N",1795,2,0,4,1,"TA",7,0,1,352,0,131500,1050
"582",582,12704,"Pave",8,"Hip","PConc","GasA","Y",2042,2,1,3,1,"Ex",8,1,3,1390,0,253293,2042
"585",585,6120,"Pave",4,"Gable","BrkTil","GasA","Y",1573,1,0,3,1,"Gd",6,0,1,240,0,133000,989
"589",589,25095,"Pave",5,"Flat","CBlock","GasA","Y",1473,1,0,1,1,"Ex",5,2,1,452,0,143000,1473
"592",592,13478,"Pave",10,"Gable","PConc","GasA","Y",2296,2,1,3,1,"Ex",10,1,3,842,0,451950,1728
"593",593,6600,"Pave",5,"Gable","PConc","GasA","Y",816,1,0,2,1,"TA",4,0,2,816,0,138000,816
"594",594,4435,"Pave",6,"Gable","PConc","GasA","Y",848,1,0,1,1,"Gd",4,0,2,420,0,140000,848
"595",595,7990,"Pave",5,"Hip","CBlock","GasA","Y",924,1,0,3,1,"TA",5,0,1,280,0,110000,924
"596",596,11302,"Pave",8,"Gable","PConc","GasA","Y",1826,2,0,3,1,"Gd",7,1,3,758,0,319000,1826
"599",599,12984,"Pave",5,"Gable","CBlock","GasA","Y",1647,2,0,3,1,"Gd",7,1,2,621,0,217500,1647
"600",600,1950,"Pave",6,"Gable","CBlock","GasA","Y",1556,2,1,3,1,"TA",6,1,2,452,0,151000,716
"601",601,10927,"Pave",8,"Gable","PConc","GasA","Y",1904,2,1,3,1,"Ex",8,1,2,736,0,275000,1058
"604",604,3182,"Pave",7,"Gable","PConc","GasA","Y",1200,2,1,2,1,"Gd",4,0,2,480,0,151000,600
"606",606,13600,"Pave",7,"Gable","CBlock","GasA","Y",1986,2,1,3,1,"TA",7,3,2,486,0,205000,1186
"607",607,12464,"Pave",5,"Gable","PConc","GasA","Y",1040,1,0,3,1,"Gd",6,0,2,576,0,152000,1040
"608",608,7800,"Pave",5,"Gable","CBlock","GasA","Y",2008,3,0,3,1,"Ex",8,0,1,230,0,225000,1112
"610",610,7943,"Pave",4,"Gable","CBlock","GasA","Y",1029,1,0,3,1,"TA",5,0,1,261,0,118500,1029
"615",615,1491,"Pave",4,"Gable","CBlock","GasA","Y",630,1,0,1,1,"TA",3,0,0,0,0,75500,630
"616",616,8800,"Pave",6,"Gable","PConc","GasA","Y",1054,1,0,3,1,"Gd",6,0,2,480,0,137500,1054
"617",617,7861,"Pave",6,"Gable","PConc","GasA","Y",1509,2,1,3,1,"Gd",7,1,2,393,0,183200,807
"618",618,7227,"Pave",6,"Gable","CBlock","GasA","Y",832,1,0,2,1,"Gd",4,0,2,528,0,105500,832
"619",619,11694,"Pave",9,"Hip","PConc","GasA","Y",1828,2,0,3,1,"Gd",9,1,3,774,0,314813,1828
"620",620,12244,"Pave",8,"Hip","PConc","GasA","Y",2262,2,1,4,1,"Gd",10,2,3,749,0,305000,1482
"623",623,7064,"Pave",5,"Gable","CBlock","GasA","Y",980,1,0,3,1,"TA",6,0,2,484,0,135000,980
"624",624,2117,"Pave",6,"Gable","PConc","GasA","Y",1512,2,1,2,1,"Gd",4,1,2,440,0,168500,756
"625",625,10400,"Pave",6,"Gable","CBlock","GasA","Y",1790,1,2,4,1,"TA",8,1,2,484,0,165150,1012
"626",626,10000,"Pave",6,"Hip","CBlock","GasA","Y",1116,1,1,3,1,"TA",5,0,2,440,0,160000,1116
"627",627,12342,"Pave",5,"Hip","CBlock","GasA","Y",1422,1,0,3,1,"TA",6,1,1,286,0,139900,1422
"629",629,11606,"Pave",5,"Gable","PConc","GasA","Y",2080,1,2,5,1,"Fa",9,2,2,504,0,135000,1040
"630",630,9020,"Pave",6,"Gable","CBlock","GasA","Y",1350,1,1,3,1,"TA",6,0,2,520,0,168500,1350
"632",632,4590,"Pave",8,"Gable","PConc","GasA","Y",1554,2,0,2,1,"Gd",6,1,2,627,0,209500,1554
"634",634,9250,"Pave",5,"Gable","CBlock","GasA","Y",1056,1,0,3,1,"TA",6,0,1,260,0,139400,1056
"635",635,6979,"Pave",6,"Gable","CBlock","GasA","Y",1056,0,0,0,2,"TA",4,0,2,576,0,144000,1056
"636",636,10896,"Pave",6,"Hip","CBlock","GasA","Y",3395,2,0,8,2,"Fa",14,0,0,0,0,200000,1440
"637",637,6120,"Pave",2,"Gable","BrkTil","Grav","N",800,1,0,1,1,"Fa",4,1,0,0,0,60000,800
"638",638,6000,"Pave",5,"Gable","CBlock","GasA","Y",1387,2,0,3,2,"Gd",7,0,1,256,0,93000,811
"640",640,3982,"Pave",8,"Hip","PConc","GasA","Y",1567,2,0,1,1,"Ex",7,1,3,648,0,264561,1567
"641",641,12677,"Pave",8,"Hip","PConc","GasA","Y",1518,1,1,1,1,"Ex",6,1,2,588,0,274000,1518
"642",642,7050,"Pave",7,"Gable","PConc","GasA","Y",1929,2,1,3,1,"Gd",7,1,2,650,0,226000,1057
"643",643,13860,"Pave",8,"Gable","CBlock","GasA","Y",2704,2,1,4,1,"Ex",9,3,2,538,0,345000,2000
"644",644,10793,"Pave",5,"Mansard","CBlock","GasA","Y",1620,2,1,4,1,"TA",7,0,2,462,0,152000,780
"645",645,9187,"Pave",9,"Gable","PConc","GasA","Y",1766,2,1,2,1,"Ex",7,1,3,478,0,370878,1766
"646",646,10530,"Pave",6,"Hip","CBlock","GasA","Y",981,1,1,3,1,"TA",5,0,2,576,0,143250,981
"647",647,7200,"Pave",5,"Hip","CBlock","GasA","Y",1048,1,0,3,1,"TA",7,0,2,420,0,98300,1048
"648",648,10452,"Pave",6,"Hip","CBlock","GasA","Y",1094,1,0,3,1,"TA",5,2,2,495,0,155000,1094
"651",651,8125,"Pave",7,"Gable","PConc","GasA","Y",1665,2,1,3,1,"Gd",7,0,2,562,0,205950,822
"652",652,9084,"Pave",4,"Gable","CBlock","GasA","Y",1510,1,0,4,1,"TA",7,1,1,296,0,108000,755
"653",653,8750,"Pave",7,"Gable","PConc","GasA","Y",1716,2,1,2,1,"Gd",7,1,2,512,0,191000,909
"654",654,10320,"Pave",6,"Gable","CBlock","GasA","Y",1469,1,0,3,1,"TA",7,0,1,216,0,135000,756
"655",655,10437,"Pave",8,"Hip","PConc","GasA","Y",2113,2,1,2,1,"Gd",7,1,3,839,0,350000,2113
"656",656,1680,"Pave",6,"Gable","CBlock","GasA","Y",1092,1,1,3,1,"TA",6,0,1,264,0,88000,525
"657",657,10007,"Pave",5,"Gable","CBlock","GasA","Y",1053,1,1,3,1,"Gd",5,0,1,312,0,145500,1053
"659",659,17503,"Pave",6,"Gable","CBlock","GasA","Y",1458,1,0,3,1,"TA",6,1,1,330,0,97500,912
"660",660,9937,"Pave",5,"Hip","PConc","GasA","Y",1486,1,0,3,1,"TA",7,0,2,480,0,167000,1486
"661",661,12384,"Pave",7,"Gable","CBlock","GasA","Y",1935,2,1,3,1,"TA",7,1,2,550,0,197900,1142
"662",662,46589,"Pave",8,"Hip","PConc","GasA","Y",2448,2,1,4,1,"Gd",8,1,3,711,0,402000,1686
"663",663,13560,"Pave",6,"Hip","CBlock","GasA","Y",1392,1,0,2,1,"TA",5,2,2,576,0,110000,1392
"664",664,10012,"Pave",4,"Gable","CBlock","GasA","Y",1181,2,0,3,1,"TA",6,0,2,588,0,137500,1181
"665",665,20896,"Pave",8,"Gable","PConc","GasA","Y",2097,1,1,1,1,"Ex",8,1,3,1134,0,423000,2097
"666",666,11194,"Pave",8,"Gable","PConc","GasA","Y",1936,2,1,3,1,"Gd",7,1,2,504,0,230500,1454
"667",667,18450,"Pave",6,"Flat","CBlock","GasA","Y",2380,2,1,3,1,"TA",7,1,2,596,0,129000,1465
"670",670,11600,"Pave",4,"Gable","BrkTil","GasA","Y",1180,1,0,2,1,"Fa",5,1,1,252,0,137500,1180
"671",671,8633,"Pave",6,"Gable","PConc","GasA","Y",1476,2,1,3,1,"Gd",7,0,2,540,0,173500,738
"673",673,11250,"Pave",6,"Gable","CBlock","GasA","Y",1208,1,1,3,1,"TA",6,1,2,546,0,165000,1208
"676",676,2289,"Pave",6,"Gable","CBlock","GasA","Y",1441,2,1,3,1,"TA",7,1,2,440,0,148500,855
"677",677,9600,"Pave",4,"Gable","BrkTil","GasW","N",1774,2,0,4,2,"TA",8,0,3,779,0,87000,1095
"678",678,9022,"Pave",5,"Gable","BrkTil","GasA","Y",792,1,0,2,1,"Gd",5,0,1,240,0,109500,792
"679",679,11844,"Pave",8,"Hip","PConc","GasA","Y",2046,2,1,3,1,"Gd",7,1,3,834,0,372500,2046
"680",680,9945,"Pave",5,"Hip","CBlock","GasA","Y",988,1,0,3,1,"TA",5,0,2,572,0,128500,988
"681",681,8012,"Pave",6,"Gable","CBlock","GasA","Y",923,2,0,2,1,"TA",5,1,1,264,0,143000,923
"682",682,4500,"Pave",5,"Gable","BrkTil","GasA","Y",1520,1,0,3,1,"TA",6,0,1,281,0,159434,848
"684",684,11248,"Pave",9,"Hip","PConc","GasA","Y",1668,2,0,3,1,"Gd",7,1,3,702,0,285000,1668
"686",686,5062,"Pave",7,"Gable","CBlock","GasA","Y",2090,2,0,3,1,"Gd",6,1,2,577,0,207500,1190
"687",687,10207,"Pave",7,"Gable","PConc","GasA","Y",1761,3,0,3,1,"Gd",7,0,2,578,0,227875,874
"689",689,8089,"Pave",8,"Gable","PConc","GasA","Y",1419,2,0,2,1,"Gd",7,1,2,567,0,392000,1419
"692",692,21535,"Pave",10,"Gable","PConc","GasA","Y",4316,3,1,4,1,"Ex",10,2,3,832,0,755000,2444
"693",693,26178,"Pave",7,"Hip","PConc","GasA","Y",2519,2,1,4,1,"Gd",9,2,2,628,0,335000,1238
"694",694,5400,"Pave",5,"Gable","BrkTil","GasA","Y",1073,1,0,2,1,"TA",4,0,1,326,0,108480,1073
"695",695,6120,"Pave",5,"Gable","BrkTil","GasA","Y",1539,1,1,3,1,"TA",5,0,2,576,0,141500,1067
"696",696,13811,"Pave",6,"Gable","CBlock","GasA","Y",1137,2,0,2,1,"Gd",5,1,2,551,0,176000,1137
"697",697,6000,"Pave",5,"Gable","CBlock","GasA","Y",616,1,0,2,1,"TA",4,0,1,205,0,89000,616
"698",698,6420,"Pave",5,"Gable","PConc","GasA","Y",1148,1,0,2,1,"TA",6,0,1,308,0,123500,1148
"700",700,4282,"Pave",7,"Gable","PConc","GasA","Y",1391,2,0,2,1,"Gd",5,0,2,530,0,196000,1391
"702",702,9600,"Pave",7,"Hip","CBlock","GasA","Y",1164,1,1,3,1,"TA",6,0,2,528,0,140000,1164
"703",703,12438,"Pave",8,"Hip","PConc","GasA","Y",2576,2,1,4,1,"Ex",10,1,3,666,0,361919,1264
"704",704,7630,"Pave",5,"Gable","BrkTil","GasA","Y",1812,2,0,4,2,"Gd",8,1,2,672,0,140000,1032
"705",705,8400,"Pave",7,"Gable","PConc","GasA","Y",1484,2,0,3,1,"Gd",7,0,2,606,0,213000,1484
"706",706,5600,"Pave",4,"Hip","Slab","GasA","N",1092,2,0,3,2,"Fa",7,0,0,0,0,55000,372
"707",707,115149,"Pave",7,"Gable","CBlock","GasA","Y",1824,2,0,2,1,"Gd",5,2,2,739,0,302000,1824
"708",708,6240,"Pave",8,"Hip","PConc","GasA","Y",1324,2,0,2,1,"Gd",6,1,2,550,0,254000,1324
"709",709,9018,"Pave",7,"Hip","PConc","GasA","Y",1456,2,1,3,1,"Gd",8,1,2,400,0,179540,728
"710",710,7162,"Pave",5,"Gable","PConc","GasA","Y",904,1,0,3,1,"TA",6,0,1,408,0,109900,904
"711",711,4130,"Pave",3,"Gable","CBlock","GasA","Y",729,1,0,2,1,"TA",5,0,0,0,0,52000,729
"714",714,9873,"Pave",4,"Gable","CBlock","GasW","N",960,1,0,3,1,"TA",6,0,2,576,0,129000,960
"715",715,13517,"Pave",6,"Gable","CBlock","GasA","Y",1479,2,1,3,1,"Gd",6,0,2,475,0,130500,725
"717",717,10800,"Pave",7,"Gable","BrkTil","GasA","Y",2554,1,1,3,1,"TA",8,0,2,704,0,159500,1576
"718",718,10000,"Pave",5,"Gable","CBlock","GasA","Y",1178,1,1,3,1,"Gd",5,1,2,439,0,157000,1178
"719",719,10542,"Pave",7,"Hip","PConc","GasA","Y",2418,2,1,3,1,"Gd",9,1,3,983,0,341000,1325
"720",720,9920,"Pave",5,"Gable","CBlock","GasA","Y",971,1,1,3,1,"TA",5,1,1,300,0,128500,971
"721",721,6563,"Pave",8,"Gable","PConc","GasA","Y",1742,2,0,2,1,"Gd",5,1,2,564,0,275000,1742
"722",722,4426,"Pave",6,"Gable","PConc","GasA","Y",848,1,0,1,1,"Gd",3,0,2,420,0,143000,848
"723",723,8120,"Pave",4,"Gable","CBlock","GasA","Y",864,1,0,3,1,"TA",5,0,2,463,0,124500,864
"725",725,13286,"Pave",9,"Hip","PConc","GasA","Y",1698,2,0,3,1,"Ex",8,1,3,768,0,320000,1698
"727",727,21695,"Pave",6,"Hip","CBlock","GasA","Y",1680,2,0,3,1,"Gd",5,1,2,540,0,222000,1680
"728",728,7314,"Pave",7,"Gable","PConc","GasA","Y",1232,2,0,2,1,"Gd",6,0,2,632,0,194500,1232
"730",730,6240,"Pave",4,"Gable","CBlock","GasA","Y",1208,1,0,2,1,"TA",5,0,2,539,0,103000,848
"731",731,5389,"Pave",8,"Gable","PConc","GasA","Y",1616,2,0,2,1,"Gd",5,1,2,608,0,236500,1616
"732",732,9590,"Pave",7,"Gable","PConc","GasA","Y",1146,2,0,3,1,"Gd",6,1,2,438,0,187500,1146
"734",734,10000,"Pave",5,"Hip","CBlock","GasA","Y",1144,1,0,3,1,"TA",6,1,1,264,0,131400,1144
"735",735,8978,"Pave",5,"Gable","PConc","GasA","Y",948,1,0,3,1,"TA",6,0,1,300,0,108000,948
"738",738,10463,"Pave",8,"Gable","PConc","GasA","Y",1801,2,1,3,1,"Gd",8,1,3,800,0,239900,901
"739",739,10800,"Pave",5,"Gable","CBlock","GasA","Y",1200,3,0,3,1,"TA",5,0,0,0,0,179000,1200
"740",740,9313,"Pave",7,"Gable","PConc","GasA","Y",1728,2,1,3,1,"Gd",7,0,2,572,0,190000,864
"741",741,9600,"Pave",5,"Gable","BrkTil","GasA","Y",1432,2,0,2,1,"TA",7,0,2,360,0,132000,768
"742",742,6768,"Pave",6,"Hip","CBlock","GasA","Y",912,1,0,3,1,"Gd",5,0,1,288,0,142000,912
"743",743,8450,"Pave",7,"Gable","PConc","GasA","Y",1349,2,0,3,1,"TA",6,0,2,539,0,179000,1349
"745",745,5395,"Pave",8,"Gable","PConc","GasA","Y",1337,2,0,2,1,"Gd",5,1,2,462,0,180000,1337
"746",746,8963,"Pave",8,"Hip","CBlock","GasA","Y",2715,3,1,4,1,"Gd",11,2,2,831,0,299800,1175
"747",747,8795,"Pave",7,"Gable","PConc","GasA","Y",2256,2,1,4,1,"Gd",8,1,2,554,0,236000,980
"749",749,10593,"Pave",7,"Hip","PConc","GasA","Y",1720,2,0,3,1,"Gd",7,1,2,527,0,260400,1720
"750",750,8405,"Pave",4,"Gable","Slab","Wall","N",1529,2,0,4,1,"TA",9,0,1,240,0,98000,1088
"751",751,8800,"Pave",4,"Gable","BrkTil","GasA","Y",1140,1,0,3,1,"TA",7,0,0,0,0,96500,792
"754",754,10240,"Pave",8,"Gable","PConc","GasA","Y",2098,2,1,3,1,"Ex",8,1,3,878,0,275500,1038
"755",755,7930,"Pave",6,"Gable","CBlock","GasA","Y",1026,1,0,3,1,"Gd",5,0,2,440,0,156000,1026
"756",756,3230,"Pave",6,"Gable","PConc","GasA","Y",1471,2,1,3,1,"TA",6,0,2,440,0,172500,742
"757",757,10769,"Pave",8,"Gable","PConc","GasA","Y",1768,2,1,3,1,"Gd",7,0,2,578,0,212000,866
"758",758,11616,"Pave",6,"Hip","CBlock","GasA","Y",1386,2,1,3,1,"TA",6,1,2,440,0,158900,672
"759",759,2280,"Pave",7,"Gable","PConc","GasA","Y",1501,2,1,3,1,"TA",6,0,2,440,0,179400,757
"761",761,9100,"Pave",6,"Hip","CBlock","GasA","Y",864,1,0,2,1,"TA",5,0,1,300,0,127500,864
"763",763,8640,"Pave",7,"Gable","PConc","GasA","Y",1547,2,1,3,1,"Gd",7,0,2,614,0,215200,764
"766",766,14587,"Pave",9,"Gable","PConc","GasA","Y",1506,2,0,2,1,"Ex",6,1,2,592,0,264132,1506
"767",767,10421,"Pave",7,"Gable","CBlock","GasA","Y",1714,2,1,3,1,"TA",7,1,2,496,0,196500,980
"768",768,12508,"Pave",6,"Gable","CBlock","GasA","Y",1750,2,0,4,1,"TA",7,0,1,423,0,160000,983
"771",771,7252,"Pave",5,"Hip","CBlock","GasA","Y",858,1,0,2,1,"TA",5,0,2,576,0,134900,858
"773",773,7819,"Pave",6,"Gable","CBlock","GasA","Y",1117,1,0,3,1,"TA",6,1,2,672,0,107000,1117
"774",774,10150,"Pave",5,"Gable","CBlock","GasA","Y",912,1,0,2,1,"TA",5,0,1,275,0,114500,912
"775",775,14226,"Pave",8,"Hip","PConc","GasA","Y",1973,2,0,3,1,"Gd",9,1,3,895,0,395000,1973
"779",779,8400,"Pave",5,"Gable","Slab","GasA","Y",2020,2,0,4,2,"TA",10,2,2,630,0,144000,2020
"780",780,10530,"Pave",6,"Gable","CBlock","GasA","Y",1004,1,0,2,1,"TA",4,0,2,504,0,135000,1004
"781",781,7875,"Pave",7,"Gable","PConc","GasA","Y",1253,2,0,3,1,"TA",6,1,2,402,0,176000,1253
"782",782,7153,"Pave",6,"Gable","PConc","GasA","Y",1603,2,1,3,1,"Gd",7,0,2,484,0,175900,810
"783",783,16285,"Pave",7,"Gable","PConc","GasA","Y",1430,2,0,3,1,"Gd",6,0,2,605,0,187100,1430
"784",784,9101,"Pave",5,"Gable","PConc","GasA","Y",1110,1,0,1,1,"Gd",4,1,2,602,0,165500,1110
"785",785,6300,"Pave",6,"Gable","CBlock","GasA","Y",1484,2,0,3,1,"TA",9,1,0,0,0,128000,742
"786",786,9790,"Pave",6,"Gable","CBlock","GasA","Y",1342,2,0,3,1,"TA",7,1,2,457,0,161500,1342
"787",787,10800,"Pave",5,"Gable","PConc","GasA","Y",1652,2,0,4,1,"TA",7,0,1,416,0,139000,966
"789",789,6000,"Pave",4,"Gable","CBlock","GasA","Y",901,1,0,2,1,"TA",4,0,1,281,0,107900,901
"790",790,12205,"Pave",6,"Gable","CBlock","GasA","Y",2087,2,1,5,1,"Gd",9,0,2,444,0,187500,976
"793",793,9920,"Pave",7,"Gable","PConc","GasA","Y",2013,2,1,3,1,"TA",8,1,2,455,0,269790,1127
"794",794,9158,"Pave",8,"Gable","PConc","GasA","Y",1496,2,0,3,1,"Gd",7,0,2,474,0,225000,1496
"795",795,10832,"Pave",7,"Gable","PConc","GasA","Y",1895,2,1,3,1,"Gd",7,1,2,409,0,194500,1086
"796",796,8400,"Pave",6,"Gable","CBlock","GasA","Y",1564,2,1,3,1,"TA",7,1,2,476,0,171000,888
"797",797,8197,"Pave",6,"Gable","CBlock","GasA","Y",1285,1,1,3,1,"TA",7,1,2,528,0,143500,1285
"798",798,7677,"Pave",5,"Gable","CBlock","GasA","Y",773,1,0,2,1,"TA",4,0,1,240,0,110000,773
"802",802,4800,"Pave",4,"Gable","CBlock","GasA","Y",1196,1,0,2,1,"TA",5,0,2,440,0,109900,1196
"803",803,8199,"Pave",7,"Gable","PConc","GasA","Y",1456,2,1,3,1,"Gd",7,1,2,410,0,189000,728
"804",804,13891,"Pave",9,"Hip","PConc","GasA","Y",2822,3,1,4,1,"Ex",12,1,3,1020,0,582933,1734
"805",805,9000,"Pave",5,"Gable","CBlock","GasA","Y",1128,1,0,2,1,"TA",5,0,1,286,0,118000,1128
"807",807,9750,"Pave",5,"Gable","PConc","GasA","Y",980,2,0,3,1,"TA",6,0,1,384,0,135500,980
"808",808,21384,"Pave",5,"Gable","CBlock","GasA","Y",1576,1,1,3,1,"Gd",6,1,2,528,0,223500,1072
"810",810,8100,"Pave",5,"Hip","PConc","GasA","N",2138,2,0,2,3,"TA",11,0,2,360,0,106000,1075
"811",811,10140,"Pave",6,"Hip","CBlock","GasA","Y",1309,1,1,3,1,"Gd",5,1,2,484,648,181000,1309
"812",812,4438,"Pave",6,"Gable","PConc","GasA","Y",848,1,0,1,1,"Gd",4,1,2,420,0,144500,848
"813",813,8712,"Grvl",5,"Hip","CBlock","GasA","N",1044,1,0,2,1,"Fa",4,0,2,504,0,55993,1044
"814",814,9750,"Pave",6,"Gable","CBlock","GasA","Y",1442,1,1,4,1,"TA",7,0,1,301,0,157900,1442
"816",816,12137,"Pave",7,"Gable","PConc","GasA","Y",1661,2,0,3,1,"Gd",6,0,2,598,0,224900,1661
"817",817,11425,"Pave",5,"Gable","CBlock","GasA","Y",1008,1,0,2,1,"TA",4,1,1,275,0,137000,1008
"818",818,13265,"Pave",8,"Hip","PConc","GasA","Y",1689,2,0,3,1,"Gd",7,2,3,857,0,271000,1689
"820",820,6371,"Pave",7,"Gable","PConc","GasA","Y",1358,2,0,2,1,"Gd",6,1,2,484,0,224000,1358
"821",821,7226,"Pave",7,"Gable","PConc","GasA","Y",1640,2,1,3,1,"Gd",6,0,2,595,0,183000,798
"822",822,6000,"Pave",4,"Gable","CBlock","GasA","N",936,1,0,2,1,"TA",4,0,2,576,0,93000,936
"823",823,12394,"Pave",7,"Gable","PConc","GasA","Y",1733,2,1,3,1,"Gd",7,1,2,433,0,225000,847
"824",824,9900,"Pave",6,"Gable","BrkTil","GasA","Y",1489,2,0,3,1,"TA",7,1,1,240,0,139500,944
"825",825,11216,"Pave",8,"Gable","PConc","GasA","Y",1489,2,0,3,1,"Gd",7,1,2,776,0,232600,1489
"826",826,14803,"Pave",10,"Hip","PConc","GasA","Y",2084,2,0,2,1,"Ex",7,1,3,1220,0,385000,2084
"827",827,6130,"Pave",5,"Gable","BrkTil","GasA","Y",784,1,0,2,1,"Gd",5,0,0,0,0,109500,784
"828",828,8529,"Pave",7,"Gable","PConc","GasA","Y",1434,2,0,3,1,"Gd",6,1,2,527,0,189000,1434
"829",829,28698,"Pave",5,"Flat","PConc","GasA","Y",2126,2,1,3,1,"TA",7,0,2,538,0,185000,1160
"830",830,2544,"Pave",7,"Gable","PConc","GasA","Y",1223,2,1,2,1,"Gd",4,0,2,480,0,147400,520
"831",831,11900,"Pave",6,"Gable","CBlock","GasA","Y",1392,1,1,3,1,"TA",6,2,2,458,0,166000,1392
"832",832,3180,"Pave",7,"Gable","PConc","GasA","Y",1200,2,1,2,1,"Gd",4,0,2,480,0,151000,520
"835",835,7875,"Pave",5,"Gable","CBlock","GasA","Y",1144,1,0,3,1,"TA",6,0,2,456,0,139950,1144
"840",840,11767,"Pave",5,"Gable","CBlock","GasA","Y",1200,1,0,3,1,"TA",6,0,1,240,0,130500,768
"841",841,12155,"Pave",6,"Gable","BrkTil","GasA","N",1482,2,0,4,1,"Fa",7,0,1,400,0,140000,810
"842",842,10440,"Pave",5,"Gable","PConc","GasA","Y",1539,2,0,3,1,"Gd",8,1,2,686,0,157500,958
"843",843,9020,"Pave",6,"Gable","CBlock","GasA","Y",1165,1,1,3,1,"TA",6,0,2,490,0,174900,1165
"844",844,8000,"Pave",5,"Gable","CBlock","GasA","N",1800,2,0,6,2,"TA",10,0,0,0,0,141000,1800
"845",845,12665,"Pave",5,"Gable","BrkTil","GasA","Y",1416,1,1,4,1,"TA",7,1,3,720,0,153900,876
"846",846,16647,"Pave",5,"Gable","CBlock","GasA","Y",1701,2,0,3,1,"TA",6,2,2,611,0,171000,1701
"847",847,9317,"Pave",7,"Gable","PConc","GasA","Y",1775,2,1,3,1,"Gd",7,1,2,425,0,213000,1006
"848",848,15523,"Pave",5,"Gable","CBlock","GasA","Y",864,1,0,3,1,"TA",5,1,1,338,0,133500,864
"849",849,45600,"Pave",6,"Gable","BrkTil","GasA","Y",2358,3,0,5,1,"TA",10,1,2,360,0,240000,1307
"850",850,9600,"Pave",6,"Hip","CBlock","GasA","Y",1855,2,1,3,1,"TA",7,1,2,512,0,187000,1094
"851",851,4435,"Pave",6,"Gable","PConc","GasA","Y",848,1,0,1,1,"Gd",3,0,2,420,0,131500,848
"852",852,3196,"Pave",8,"Gable","PConc","GasA","Y",1456,2,0,2,1,"Gd",7,1,2,400,0,215000,1456
"853",853,7128,"Pave",7,"Gable","CBlock","GasA","Y",1646,2,0,4,1,"TA",7,2,1,240,0,164000,918
"854",854,12095,"Pave",6,"Gable","CBlock","GasA","Y",1445,1,1,3,1,"TA",7,1,2,645,0,158000,1445
"855",855,17920,"Pave",5,"Hip","CBlock","GasA","Y",1779,1,1,3,1,"TA",6,1,2,454,0,170000,1779
"856",856,6897,"Pave",5,"Gable","CBlock","GasA","Y",1040,1,1,3,1,"TA",6,0,1,260,0,127000,1040
"858",858,8125,"Pave",6,"Gable","PConc","GasA","Y",1481,2,1,3,1,"TA",6,1,2,343,0,174000,702
"859",859,10400,"Pave",7,"Gable","CBlock","GasA","Y",1370,2,0,3,1,"TA",6,1,2,479,0,152000,1370
"860",860,11029,"Pave",6,"Gable","CBlock","GasA","Y",2654,2,1,4,1,"Gd",9,1,2,619,0,250000,1512
"861",861,7642,"Pave",7,"Gable","BrkTil","GasA","Y",1426,1,1,3,1,"Gd",7,1,1,216,0,189950,912
"862",862,11625,"Pave",5,"Hip","PConc","GasA","Y",1039,1,1,3,1,"TA",6,0,2,504,0,131500,1039
"863",863,9672,"Pave",6,"Hip","PConc","GasA","Y",1097,2,0,3,1,"TA",6,0,2,480,0,152000,1097
"865",865,8640,"Pave",7,"Gable","PConc","GasA","Y",1372,2,0,3,1,"Gd",6,0,2,529,0,250580,1372
"868",868,6970,"Pave",4,"Gable","CBlock","GasA","Y",1120,1,1,3,1,"Fa",5,0,2,544,0,129000,1120
"870",870,9938,"Pave",7,"Gable","PConc","GasA","Y",1949,2,1,3,1,"Gd",8,1,2,574,0,236000,1062
"872",872,8750,"Pave",6,"Gable","PConc","GasA","Y",1682,2,1,3,1,"Gd",7,0,2,523,0,200500,804
"873",873,8892,"Pave",5,"Gable","Stone","GasA","Y",910,1,0,3,1,"Gd",5,0,2,414,0,116000,910
"874",874,12144,"Pave",5,"Gable","CBlock","GasA","Y",1268,1,0,3,1,"TA",6,1,1,288,0,133000,1036
